Title,Company,Company_ratings,Skills,Experience,City,Salary,Post_date
Duck creek Data insights,Accenture,3.7,Etl DevelopmentSSRSDuckcreek Data insightsSSISDataDuck CreekDevelopmentInsights,2-8 Yrs,Hyderabad,,Few hours ago
Senior Talend Developer,Accenture,3.7,hivesnowflakeoracletalend open studiotalend big dataamazon redshifttalendmicrosoft azure,9-14 Yrs,Hybrid - Hyderabad,,Few hours ago
Data Scientist I,Blend360 India,3,data sciencefeature engineeringdata scientistScienceFeaturesEngineeringData,6-11 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,Few hours ago
AI Engineer,Accenture,3.7,restpythonrdbmsnatural language processingai solutionsneural networksdata processingpython development,5-10 Yrs,Hyderabad,,Few hours ago
Data Modeler Lead,Accenture,3.7,kubernetespythonoraclemicrosoft azuredata warehousingsql serversqlplsql,5-10 Yrs,Hyderabad,,Just now
Gen AI (3-8 Years)-Pan India,Acenet,4,Generative AiGen AIArtificial IntelligenceNatural Language ProcessingComputer VisionMachine LearningDeep LearningMachine,8-11 Yrs,Hyderabad,,Few hours ago
Embedded Device Software Engineer,CGI,4,RTOSSemiconductorData analysisNetworkingCodingEthernetFirmwareWindows,3-6 Yrs,Hyderabad,,Few hours ago
Architect,FactSet,3.7,PysparkAzureData BricksSQLAzure Data FactoryArchitectureAzure Data LakeSolution,5-8 Yrs,"Hyderabad, Kolkata",,Few hours ago
Sas Developer,NOVARTIS,4.1,SASSas ViyaSAS MacrosSAS PythonDevelopmentMacrosPython,0-2 Yrs,Hyderabad,,Few hours ago
Software Development Engineer in Test,Certifyos,3.2,kubernetessoftware developmentdata analysistest automationmachine learningdockerqajava,3-6 Yrs,"Hyderabad, Mumbai",,Few hours ago
Software Engineering SMTS - Big Data Engineer,NOVARTIS,4.1,Product managementAutomationmetadataMachine learningAgileData qualityDistribution systemMonitoring,6-11 Yrs,Hyderabad(HITEC City),,Few hours ago
Azure Lead Data Engineer,Amazon,3.9,netezzasnowflakepythondata analysisdata catalogdata engineerdata warehousingpower bi,5-10 Yrs,Hyderabad,,Few hours ago
Manager- Hyderabad (Last Mile Operations),EY,3.4,Delivery OperationsLast MileSupply Chain OperationsSupplyOperations managementManagementOperationsSupply chain,5-10 Yrs,Hyderabad,,Few hours ago
Ai ML Engineer,Thomson Reuters,3.8,gen AITensorflowGenerative AiArtificial IntelligenceNatural Language ProcessingMachine LearningDeep LearningScikit-Learn,6-10 Yrs,"Hyderabad, Bangalore Rural, Bengaluru",,Few hours ago
Credit Officer - Retail Microfinance - Hyderabad,Orica,4.1,Agri FinanceRural FinanceMfiUnderwritingMicrofinanceRetailCreditCredit policy,12-22 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,Today
Assistant Manager,Goldman Sachs,3.3,Project ManagementScrum CertifiedPMPPMOData AnalysisProject CoordinationStakeholder ManagementProject,6-8 Yrs,"Hybrid - Hyderabad, Noida, Chennai",,Today
Sales program data and ops analyst,Amazon,3.9,Sales Support AnalystSales Operationssales and data analystSales AnalystSales and Operations AnalystOpsSales supportOperations,5-9 Yrs,"Hyderabad, Bengaluru, Vadodara",,Today
Senior Manager- Hyderabad (Rider Hiring & Onboarding),Agiliance,3,BikerLast MileSourcingRecruitmentHiringRideManagementSenior management,6-8 Yrs,"Hyderabad, Mumbai, Mumbai (All Areas)",,Few hours ago
"Associate Lead - Billing, GRN & SAP",Warner Bros. Discovery,3.7,GRNSAPBilling,6-11 Yrs,"Hyderabad, Chennai, Bengaluru",,Few hours ago
ML Ops Engineer,Birlasoft,3.5,AzurePalantirSparkPythonOpsMicrosoft AzureMl,5-10 Yrs,"Hyderabad, Chennai, Bengaluru",,Few hours ago
Walkin drive _Data Science(AI/ML)on 23rd Jan(Friday)_Coforge_HYD,Amazon,3.9,Generative AiLLMMachine LearningPythonData ScienceNLPRAGDeep Learning,4-7 Yrs,Hybrid - Hyderabad,,Today
Data Governance Sr Architect/Pr Architect,Franklin templeton asset management (india)pvt,3.9,axonData GovernanceData QualityEDCMetadataInformaticaDataArchitecture,5-10 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,Few hours ago
SAP Functional IS-Auto DBM/VSS Consultant,Winfo Consulting,3.7,IS Auto VSSSAP Functional IS-Auto DBM/VSS ConsultantVSSDbmVisual Source SafeSAP KnowledgeSAPConsulting,7-12 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,Today
SDE II Gen AI ML /Data Scientist,Methodhub Software,2.9,Agentic AiGen AIRetrieval Augmented GenerationArtificial IntelligenceAimlComputer VisionMachine LearningGeneration,5-9 Yrs,"Hyderabad, Bengaluru",,Few hours ago
Power Platform & Power BI Developer,Rimini Street,4,PowerappsMicrosoft Power AutomateMicrosoft FlowKusto Query LanguageApi IntegrationPower AutomateSharepointPower Apps Development,6-10 Yrs,Hyderabad,,Today
Hiring - Gen AI/Generative AI - Engineer - MNC,Shyftlabs,2.5,Generative Ailang chainArtificial IntelligenceNatural Language ProcessingAlMachine LearningDeep LearningSQL,5-10 Yrs,Hyderabad,,Few hours ago
AI Ml Engineer,Distacart,4.7,Artificial IntelligenceMachine LearningPythonAi AlgorithmsIntelligenceMachineAlgorithmsMl,1-3 Yrs,Hyderabad,,Today
Azure Data Engineer,Propharma Group,4.2,Azure DatabricksFabricSQLAzure Data FactoryMicrosoft AzureData,6-8 Yrs,Hyderabad,,Today
Generative AI Engineer,Accordion Partners,2.5,Agentic AIGenerative AiPythonAzureLangchainLanggraphRAGLLM,10-14 Yrs,Hyderabad,,Today
Sr. Gen Ai Developer / Data Scientist,Leap India Food And Logistics,4.6,Generative AIAimlPythonPytorchTensorflowLangchainArtificial IntelligenceLLM,5-10 Yrs,"Hyderabad, Noida, Mumbai",,Few hours ago
Data Engineer,Data Marshall,3.3,PysparkData EngineeringAWSData PipelineData ModelingData WarehousingETLPython,1-3 Yrs,Hyderabad,,Today
Oracle PLSQL Programmer,Franklin templeton asset management (india)pvt,3.9,PLSQLOracle SQLStored ProceduresPlsql DevelopmentOracle DevelopmentOracle 11GOracle FormsOracle Workflows,6-11 Yrs,Hyderabad,,Today
Process Associate/ Subject matter Expert,CGI,4,Knowledge ManagementRCAOperationsAutonomous VehicleRoot Cause AnalysisQC ToolsThroughputMapping,2-5 Yrs,Hyderabad,,1 day ago
Talent Acquisition - Sourcing Specialist ( Digital),Genpact,3.6,talent acquisitiongithubmachine learningcybersecuritydata engineeringdata analysthealthcarer,3-7 Yrs,Hyderabad,,1 day ago
Sr. Associate IS Analyst - PromoMats/MedComm,Prolifics Corporation,3.6,sql queriespresentation skillssoftware development methodologiestroubleshootingsdlcpythonrapid prototypingpower bi,2-5 Yrs,Hyderabad,,1 day ago
Manager-CSAR-SAS Edit Check Programmer,Loginsoft,3.5,project managementdata managementsasperformance managementproject planningcropharmaceuticaledc,5-10 Yrs,Hyderabad,,1 day ago
IT Quality Specialist,Infosys,3.5,quality assurance systemsgampregulations21 cfrgxpcapaconfluencesap,2-5 Yrs,Hyderabad,,1 day ago
Total Rewards Specialist - Program Lead,CGI,4,compensation program managementtableauproject managementoracledata analysisHRISProgram managementAnalysis,2-5 Yrs,Hyderabad,,1 day ago
Data Engineer - R&D Precision Medicine,WinWire,3.2,data warehousingpower bidata architecturedata lakeetl processbicloud platformswarehouse,3-8 Yrs,Hyderabad,,1 day ago
Global HEOR Economic Modeling Manager,Prodapt Solutions,3.5,project managementpythonstatistical toolsrquantitativefinancial analysisdata analyticsdata analysis,3-8 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Axis Bank,3.6,microsoft azuremachine learningartificial intelligencedeep learningagileimage processingchatbotpython,5-10 Yrs,Hyderabad,,1 day ago
Specialist User Experience Design,DEC Industries,3.1,task managementsystem designtroubleshootingdesign principlesdata visualizationcssadobe xdux,3-8 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,TechBlocks,3.3,deep learning frameworksnatural language processingartificial intelligencetensorflowpytorchimage processingchatbotpython,3-8 Yrs,Hyderabad,,1 day ago
S&C Global Network - AI - CMT - Consultant Data Science,Innominds Software,3.2,data sciencestorytellingpythoncdata miningpredictive analyticsaipower bi,8-11 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Renewsys India,4,deep learning frameworksmachine learningartificial intelligencetensorflowpytorchimage processingchatbotATCI-5094709-S1885176,2-6 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,GSPANN,4.1,deep learning frameworksmachine learningartificial intelligencetensorflowpytorchimage processingchatbotpython,6-11 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Feuji Software Solutions,3.6,software engineersapdata analysissoftware developmentai frameworkssap modulessap fiai,2-5 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Aparna Constructions And Estates,3.9,software engineersapdata analysissoftware developmentversion controlgitquality managementdesign,2-5 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Tide Software,3.7,deep learning frameworkspythonneural networksmachine learningdata structuresalgorithmsnatural language processinggpm,2-5 Yrs,Hyderabad,,1 day ago
Engineer/Sr. Engineer - Gen AI/ML,Infosys,3.5,natural language processingjavagcppytorchawsc++cssmicrosoft azure,2-5 Yrs,Hyderabad,,1 day ago
Application Developer,Capgemini,3.7,process integrationsapdata analysisdistributionsap presalesrestoracleweb services,2-5 Yrs,Hyderabad,,1 day ago
Staff Software Engineer,HCLTech,3.4,c++githubdata analysissoftware developmenttechnical leadershiptest automationsoftware qualityutilities,2-5 Yrs,Hyderabad,,1 day ago
Business Alliance Associate/ Senior Associate/ Team Lead,ZeMoSo Technologies,3.4,financevendor managementcontract managementproject managementdata analysisbusiness strategybusiness analysisaccount management,3-8 Yrs,Hyderabad,,1 day ago
S&C GN - Tech Strategy & Advisory - TS - EA & Digicore - Consultant,Cerebra,2.7,data managementpresentation skillsfinancial servicesapplication developmentrecruitmentproject managementsoftware developmentdata analysis,2-5 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Viasat,3.4,application developmentalgorithmsdata analysisnatural language processingsoftware testingneural networksdevelopment methodologiesartificial intelligence,2-5 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Coforge,3.2,AI / ML EngineerAI ToolsGenerative AIArtificial IntelligenceNatural Language ProcessingAINeural NetworksAI Services,3-8 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Launch It Consulting,3.4,algorithmspythonneural networksmachine learningdeep learningdeep learning frameworksnatural language processingnltk,3-8 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Estuate Software,3.1,software engineerapplication developersapdata analysisnatural language processingneural networksaiuser experience,2-5 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Vidushi Infotech,2.7,software engineerapplication developersapdata analysisnatural language processingneural networksaiuser experience,3-8 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Wipro,3.6,software engineerapplication developersapdata analysisnatural language processingneural networksaiuser experience,12-15 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Wipro,3.6,deep learning frameworkspythonneural networksmachine learningdata structuresalgorithmsnatural language processinggpm,15-20 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Wipro,3.6,software engineeralgorithmsapplication developersapdata analysisnatural language processingneural networksai,12-15 Yrs,Hyderabad,,1 day ago
Full Stack Engineer,Deepedge,3.2,macsentinelcontinuous integrationdata analysismicrosoft active directoryci/cdmicrosoft azureintune,12-15 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Vodafone Idea Limited,3.9,software engineersapdata analysissoftware developmentai frameworkssap modulessap fiai,7-12 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Wipro,3.6,software engineersapdata analysissoftware developmentai frameworkssap modulessap fiai,3-5 Yrs,Hyderabad,,1 day ago
Data Engineer-Data Integration,Wipro,3.6,data engineerpythondata warehousingpower bimachine learningeltbusiness intelligencesql,2-7 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Primera Medical Technologies,3.6,deep learning frameworksnatural language processingartificial intelligencetensorflowpytorchimage processingchatbotpython,2-5 Yrs,Hyderabad,,1 day ago
Custom Software Engineer,Wipro,3.6,application developmentalgorithmsdata analysisnatural language processingsoftware testingneural networksdevelopment methodologiessap crm,3-8 Yrs,Hyderabad,,1 day ago
AI / ML Engineer,Wipro,3.6,algorithmspythonneural networksmachine learningdeep learningdeep learning frameworksnatural language processingnltk,2-6 Yrs,Hyderabad,,1 day ago
Full Stack Engineer,Wipro,3.6,awscsssqldockeransiblereact.jsjavaapache,6-11 Yrs,Hyderabad,,1 day ago
Full Stack Engineer,Open Insights,4.2,dockerawscsssqlansiblereact.jsjavaapache,1-4 Yrs,Hyderabad,,1 day ago
LLM Full Stack Engineer,Wipro,3.6,llmkubernetescssreactredisartificial intelligencesqlmicroservices,10-15 Yrs,Hyderabad,,1 day ago
Executive Workforce Management Professional - L3,Prudent Globaltech Solutions,4.1,wfmresource managementproject managementoperations managementdata analysisemployee relationsmis reportingforecasting,6-8 Yrs,Hyderabad,,1 day ago
Digital Officer - Virtual Relationship Manager,Qentelli,3.8,digital marketingemerging technologiesdata analysis toolsproject managementcustomer experience managementdata analysiscustomer servicemedia,5-7 Yrs,"Hyderabad, Mumbai, Bengaluru",,1 day ago
E-File Analyst - US Tax Forms,Prudent Globaltech Solutions,4.1,Career developmentData analysisProcess optimizationXMLAnalyticalConsultingSchemaFlex,7-9 Yrs,Hyderabad,,1 day ago
Associate Manager - Finance,Capgemini,3.7,Finance managementqbrbomsapdata analysiscostingvariance analysisbudgeting,15-20 Yrs,Hyderabad,,1 day ago
Automation and AI Lead,Prudent Globaltech Solutions,4.1,AutomationData analysisGCPBusiness strategyStakeholder managementContinuous improvementAnalyticsFinancial services,8-13 Yrs,Hyderabad,,1 day ago
Lead AI ML Fin Ops,Wipro,3.6,ProcurementData analysisOperational excellenceNetworkingFinancial reportingAnalyticalFinancial planningBudgeting,4-8 Yrs,Hyderabad,,1 day ago
QA Engineer AI/ML,Wipro,3.6,Manager Quality AssuranceTesting toolsAnalyticalMachine learningData processingTest casesContinuous improvementSQL,8-10 Yrs,"Hyderabad, Bengaluru",,1 day ago
"AVP, Credit Forecasting & Analytics Lead (L10)",Wipro,3.6,Data analysisSASData managementData processingAccount managementRisk managementForecastingFinancial services,3-8 Yrs,Hyderabad,,1 day ago
Senior Pricing Analyst,Wipro,3.6,Career developmentData analysisAutomationBusiness objectsConsultingTaxationPricing AnalystMonitoring,5-10 Yrs,"Hyderabad, Bengaluru",,1 day ago
Senior Business Analyst - Core Banking,Wipro,3.6,business analystproject managementsix sigmadata analysissoftware developmentpower bibusiness analysissql,3-6 Yrs,"Hybrid - Hyderabad, Noida, Bengaluru",,1 day ago
Senior Business Analyst,Wipro,3.6,Business AnalysisIT Project Deliverybusiness process modelingProject ManagementAgile methodologiesAnalysisAgile methodologyIT project management,10-12 Yrs,Hyderabad,,1 day ago
Sr. Principal AdTech Data Scientist,Wipro,3.6,AutomationOperations researchdata scienceMachine learningMIPSOpen sourceForecastingOperations,7-9 Yrs,"Hyderabad, Pune",,1 day ago
Staff Tech Lead Manager,Wipro,3.6,BackendData analysisPerformance managementProduction supportHealthcareHTTPOperationsAnalytics,3-7 Yrs,Hyderabad,,1 day ago
Senior SAP AI & ML Engineer,Wipro,3.6,ml engineerpythongithubsappredictive analyticsneural networksaimachine learning,2-7 Yrs,Hyderabad,,1 day ago
Lead Data Scientist,Wipro,3.6,Customer acquisitionCareer developmentAnalyticalConsultingMachine learningNatural language processingCustomer serviceOperations,1-6 Yrs,Hyderabad,,1 day ago
Senior Consultant | Oracle Analytics Cloud | | Oracle,Wipro,3.6,BackendFront endNoSQLPostgresqlMachine learningMongoDBOracleAnalytics,3-5 Yrs,Hyderabad,,1 day ago
Snowflake Developer - Python / SQL,Wipro,3.6,pythonsnowflakesqlitedata pipelinesdata engineerdatabricksmachine learningsql,0-1 Yrs,"Hyderabad, Noida, Ahmedabad, Jaipur, Bengaluru",,1 day ago
ODOO Lead,Wipro,3.6,Odoo Platformkubernetescssconfluencescalasprintdata warehousingsql,2-5 Yrs,Hyderabad,,1 day ago
Senior Data Engineer - Data Mining & Wrangling,Wipro,3.6,Data EngineeringDataLakeJavaC++Data WranglingNoSQL databasesScalaBig Data,3-6 Yrs,Hyderabad,,1 day ago
Oracle HCM Technical Consultant,Wipro,3.6,Oracle HCM Technical ConsultantUnit TestingArchitectureApisDebuggingCloud ArchitecturePlsqlOracle Fusion,5-10 Yrs,Hyderabad,,1 day ago
"Lead Analyst, WFM",Wipro,3.6,data analysis toolsdata analysisoperationsdesignbusiness growthcommunication and interpersonal skillsbusiness operationssql,5-10 Yrs,Hyderabad,,1 day ago
Financial Master Data Analyst,Wipro,3.6,SAP ERPSAPProject managementAnalyticalRelationship buildingBusiness planningdata governanceBusiness intelligence,6-9 Yrs,Hyderabad,,1 day ago
Associate/Senior Associate,Wipro,3.6,medicalresearch and analysisdata analysiscommunication and interpersonal skillstechnical documentationanalytical skillsresearchAnalytical Skill,5-7 Yrs,Hyderabad,,1 day ago
Data Analyst - Finance,Wipro,3.6,data analysisforecastingpower bivisualization toolsaccountingmarket researchdata analystbudgeting,5-8 Yrs,Hyderabad,,1 day ago
Intern,Amgen Inc,2.7,financial analysispythonproject managementdata analysispower bimarket researchvaveresearch,10-15 Yrs,Hyderabad,,1 day ago
AI Project Delivery Manager,Diebold,3.6,mitigationsaprelationship buildingrolloutresourcecustomer engagementpower biengineering,7-12 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,1 day ago
"Analyst, Data Governance, MarTech Product Management",Accenture,3.7,pythondigital analyticscssmacrosgoogle tag managerdata analysisdata manipulationsearching,2-5 Yrs,Hyderabad,,1 day ago
Sr. Financial Master Data Analyst,Sureprep India,4,SAPProject managementAnalyticalRelationship buildingPeopleSoftBusiness planningOracleBusiness intelligence,5-8 Yrs,Hyderabad,,1 day ago
Senior Product Manager,Accenture,3.7,Product managementOperational excellenceReconciliationMarket researchProduct designCustomer experienceSubject matter expertisepayment solutions,9-15 Yrs,Hyderabad,,1 day ago
